0,1,2,3,4,5,6
21-11-20 22:06,1.33E+18,#RekeningDonasiPAY &gt; #BankSyariahMandiri7060989189+#BNI_0272481794+#MANDIRI1180022288996 an Yay PcintaAnakYatim https://t.co/fDPwUxkCZ9,0,0,twittbot.net,http://twittbot.net/
21-11-20 22:02,1.33E+18,"⭐️ DISNEY+ HOTSTAR ⭐️

sharing
1bln 27.000
3bln 48.000

private
1bln 40.000
3bln 78.000

💳 BNI DANA OVO GOPAY",0,0,Cubi.so,https://www.cub.so
21-11-20 22:00,1.33E+18,"@jichhuuu sini kaa aku bs BNI hihi, akun nya udh readyy tinggal dikirim ajaa yuhuuu, bs lgsg dipakai nonton skrng j… https://t.co/pVaHN1b1cm",0,0,Twitter for iPhone,http://twitter.com/download/iphone
21-11-20 21:48,1.33E+18,@BNI mana ini DM nya ditunggu ga ada2....speak doang kah biar keliatan kaya peduli? Bank plat merah ckck,0,0,UberSocial for Android,http://ubersocial.com
21-11-20 21:35,1.33E+18,"RT @BNI: Dalam kondisi begini, kalau belanja biar aman usahain cashless ya! Cukup dengan Kartu dan gunakan mesin orange EDC BNI urusan tran…",3,0,Twitter for Android,http://twitter.com/download/android
22-11-20 23:50,1.33E+18,Sqw! Ada yang ikut bina bni wilayah bandung gaaa? Itu pengumumannya kapan ya? Kalian udh dapet kabar?,0,0,ini base squidward,https://twitter.com/squidwardfess
22-11-20 23:49,1.33E+18,"@bukanSayangmuu @sbyfess 💮Netflix Premium 30k💮

Ready. TF Lgsg dapat akun. WA utk fast response 🤗 (… https://t.co/sOZXpzYGUd",0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 23:49,1.33E+18,"@bukanSayangmuu @cikprut 💮Netflix Premium 30k💮

Ready. TF Lgsg dapat akun. WA utk fast response 🤗 (… https://t.co/xY265NqJ64",0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 23:48,1.33E+18,"Transfer k No rekening
BRI 411401008723530
BCA 7771084161
BNI 0252850369
a/n Mohamad Ridwan, minta nama, alamat sma… https://t.co/peO4dqJVg0",0,0,twittbot.net,http://twittbot.net/
22-11-20 23:35,1.33E+18,https://t.co/1oxHRNvmO2 Dari BNI Syariah Kantor Cabang Jakarta Timur ke Kursi Pijat Merek Rovos Fitness Massage Cha… https://t.co/yRriKWvnUo,0,0,twittbot.net,http://twittbot.net/
22-11-20 23:32,1.33E+18,Ada yg tau cara top up gopay pakai atm bni ga?,0,1,Twitter for iPhone,http://twitter.com/download/iphone
22-11-20 23:30,1.33E+18,"t. cv convert tukar saldo ovo jenius bca bri bni bca gopay dana shopeepay 
https://t.co/yDpT7Ti1KZ",0,0,Cubi.so,https://www.cub.so
22-11-20 23:18,1.33E+18,@jonesambyar Aku bni aja,0,1,Twitter for Android,http://twitter.com/download/android
22-11-20 23:18,1.33E+18,@poissonajuice kok itu bni sik 🙈,0,0,Twitter Web App,https://mobile.twitter.com
22-11-20 23:15,1.33E+18,"Gunakan Debit BCA dan BNI 46 sebagai pembayaran di JNE Kalimantan Blitar, Mudah dan Praktis.#JNEBLITAR",0,0,twittbot.net,http://twittbot.net/
22-11-20 23:13,1.33E+18,"Please welcome to the BNI Online Hub - Eltham family, Jennifer Smith from Clean Up Ya' Crap.  We all look forward t… https://t.co/EvftjfIOaT",0,0,SocialPilot.co,https://app.socialpilot.co/
22-11-20 23:12,1.33E+18,"Perbanyak trx via BNI E-Channel, Kartu Debit BNI dan BNI Debit Online dan jadilah bagian dr 46 ribu pemenang setiap bulan. S&amp;K #RBT2014",0,0,twittbot.net,http://twittbot.net/
22-11-20 23:10,1.33E+18,"@BNICustomerCare Halo min, ATM BNI saya sudah dorm, dan saldo nya 0. Bagaimana cara mengetahui jumlah tunggakannya?",0,0,Twitter Web App,https://mobile.twitter.com
22-11-20 23:00,1.33E+18,Pengecekan kondisi atm BNI dan BPD https://t.co/4vX7MhBY29,0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 22:56,1.33E+18,"Our new ""Recognition Wall"" on the BNI Business Builder platform supports our BNI core values.

1) Create your ""Reco… https://t.co/oo5UsrChUI",0,0,IFTTT,https://ifttt.com
22-11-20 22:39,1.33E+18,"BANK BNI Cabang Natuna
Alamat: Ranai, Natuna
#Bank #Natuna",0,0,twittbot.net,http://twittbot.net/
22-11-20 22:38,1.33E+18,Report fraud boys to the BNI ! https://t.co/O0HHTDn7sd,1,0,Twitter for iPhone,http://twitter.com/download/iphone
22-11-20 22:36,1.33E+18,"RT @IvanMisner #BNI #BNIDelhiSouth #ReferralsMarketing ""Our new ""Recognition Wall"" on the BNI Business Builder plat… https://t.co/5SG2sZ5iwG",0,1,IFTTT,https://ifttt.com
22-11-20 22:32,1.33E+18,@gyuxaxu @worksfess Bni jabar,0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 22:31,1.33E+18,Jasa Views video instagram murah VIA BNI. 500views=17rb. harga berlaku kelipatan. minat? 0838 1110 4464,0,0,twittbot.net,http://twittbot.net/
22-11-20 22:29,1.33E+18,@babydelllll @ItsIsnadia @BNISyariah @BPJSTKinfo Awas tuh akun BNI fake,0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 22:16,1.33E+18,"@txtdrstoryWA kami pengguna wa ori bro, jangankan status kalian. ip lu aja bisa kami lacak 

-bni",0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 22:12,1.33E+18,Cashback 5% atau maksimal Rp 10rb utk transaksi dg Kartu Debit BNI &amp; BNI Debit Online min Rp 100rb. Info: https://t.co/DUT21cKjFL #RBT2014,0,0,twittbot.net,http://twittbot.net/
22-11-20 22:06,1.33E+18,#RekeningDonasiPAY &gt; #BankSyariahMandiri7060989189+#BNI_0272481794+#MANDIRI1180022288996 an Yay PcintaAnakYatim https://t.co/fDPwUx31Az,0,0,twittbot.net,http://twittbot.net/
22-11-20 22:02,1.33E+18,"Saya blt bank BNI untuk wilayah Surabaya jawatimurjuga belum cair tapi beberapa temen kantor sudah cair, seingat sa… https://t.co/IyjouqZiB0",0,2,Twitter for Android,http://twitter.com/download/android
22-11-20 22:02,1.33E+18,"@dhimpoksehat @PapersBoy @ezash bisa kok kak,,tinggal bawa ktp, kk, sama buku tabungan BNI yg biasa buat rekening debet",0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 22:01,1.33E+18,Jasa Views video instagram murah VIA BNI. 100views=7rb. harga berlaku kelipatan. minat? 0838 1110 4464,0,0,twittbot.net,http://twittbot.net/
22-11-20 22:00,1.33E+18,"Our new ""Recognition Wall"" on the BNI Business Builder platform supports our BNI core values.

1) Create your ""Reco… https://t.co/VoEusWrjxL",2,13,Hootsuite Inc.,https://www.hootsuite.com
22-11-20 21:59,1.33E+18,"@Regista1757 Halo kak, Mohon maaf atas ketidaknyamanannya. Untuk informasi lebih lanjut silahkan kakak hubungi BNI… https://t.co/hIwgmaxk1O",0,0,Twitter for Android,http://twitter.com/download/android
22-11-20 21:59,1.33E+18,"@babydelllll Halo kak, Mohon maaf atas ketidaknyamanannya. Untuk informasi lebih lanjut silahkan kakak hubungi BNI… https://t.co/XbaJP45WEd",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:56,1.33E+18,"RT @KeMeraki: [ OPEN PO BATCH 1 ]

K-Meraki 1st Open Pre-Order : 18 November - 25 November 2020

Products : Postcard &amp; Keyring

Pembayaran…",20,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:54,1.33E+18,"RT @clovejswoo: PO RESONANCE PT.2
(Arrival Ver.) 

💰 275K || DP 160K 

✔EMS+TAX
✔Web Ktown4u
✔Direct EMS
✔CO🍊 
🎁 Freebies 
💳BNI/DANA/OVO
📍J…",11,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:50,1.33E+18,"NETFLIX ANTIHOLD

Sharing 40k/bln
Private 120k/bln

Order https://t.co/3czfzzz3j5 ig
@waktunyasantaii

PAYMENT BNI/… https://t.co/c5WZUE1GYE",0,0,Twitter Web App,https://mobile.twitter.com
23-11-20 23:50,1.33E+18,"Disney+ Hotstar

Sharing 25k/bln
Private 50k/bln

Order https://t.co/3czfzzz3j5 ig
@waktunyasantaii

PAYMENT BNI/BC… https://t.co/t7qMhcLV78",0,0,Twitter Web App,https://mobile.twitter.com
23-11-20 23:49,1.33E+18,"PROMO YOUTUBE PREMIUM
invite email 12k/bln
family 30k/bln

Ragu? cek testi di ig kitaa yaa 

Order… https://t.co/rGkmShgsJJ",0,0,Twitter Web App,https://mobile.twitter.com
23-11-20 23:49,1.33E+18,"SPOTIFY PREMIUM
-GANTI AKUN TIAP BLN-

12k/bln
22k/2bln
30k/3bln

Order https://t.co/3czfzzz3j5 ig… https://t.co/rGyW2wicYf",0,0,Twitter Web App,https://mobile.twitter.com
23-11-20 23:48,1.33E+18,"Transfer k No rekening
BRI 411401008723530
BCA 7771084161
BNI 0252850369
a/n Mohamad Ridwan,",0,0,twittbot.net,http://twittbot.net/
23-11-20 23:48,1.33E+18,Ga semua wanita perlu mandiri terkadang juga perlu BCA BNi BRI dan Simpedes,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/QqZFZxkgHq",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/eDj9jf16k5",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/LVa78ZKAGR",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"@collegemenfess bni taplus muda, wkwk adminnya kl gasalah 5k prbulan, trs duitnya bisa diabisin😭",0,1,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/kD8HHaioTs",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/h4Ma2xyRGq",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/0WvSa7oMBx",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:47,1.33E+18,"—🌻 NETFLIX ANTIHOLD

✨ Sharing 35k
✨ Private 125k

♡˖ Full garansi, legal, lock profil
♡˖ Transfer = dapat akun !… https://t.co/4jYh8uofZs",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:42,1.33E+18,"📺NETFLIX📺

NETFLIX SHARING : 1 DEVICE &amp; 1 PROFIL
NETFLIX PRIVATE : 4 DEVICE &amp; 5 PROFIL

✨Anti hold
✨Profil dilock
✨… https://t.co/TLgf8l7BIZ",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:42,1.33E+18,"@puadamrizall Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah aku juga b… https://t.co/OdYKy6Atvv",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:42,1.33E+18,"@mettiohario_ @wrabyapta @noturspecialbae Jual Netflix

✨SHARING = 30.000

✨PRIVATE = 115.000

✨PERPANJANG = 120.00… https://t.co/TGGqSGp5i1",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:42,1.33E+18,"ORDER = SABAR (TIDAK SABAR TOLONG JANGAN MEMBELI)
✅ORDER? DM 
❌TIDAK INCLUDING PACKING
✅MASUK GRUP
✅LIMITED SLOT
✅P… https://t.co/J4sK6a07dk",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:42,1.33E+18,"@_tentangkitaid Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah aku juga… https://t.co/nfOTSMr0ZI",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:40,1.33E+18,"@gabutersss Hmm kaka deh :’

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga m… https://t.co/zCQIwGpxZ1",0,1,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:40,1.33E+18,"@_iniikyy @HaWesMboh Siap ka :’

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan har… https://t.co/KhiB1qDQZF",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:40,1.33E+18,@collegemenfess BNI ajaaa. Btw aku titip jual preloved ini siapa tau ada yg minat ya🙏🙏 https://t.co/3fwwvnGL4y,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:39,1.33E+18,@BNI min cek dm,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:39,1.33E+18,"@collegemenfess Kalo BCA pake yg xpresi nder biaya admin bulanan murah 7.500
Kalo BNI pake syariah wadiah aja, gak… https://t.co/6jNphpLb0k",0,1,Twitter for Android,http://twitter.com/download/android
23-11-20 23:39,1.33E+18,"BNI Fokus Pemberdayaan UMKM Go Ekspor

https://t.co/RQby1oNLP5

#10thindoposonline #senyumindopos #smileindopos… https://t.co/5Ifz6deA7Q",0,2,Twitter Web App,https://mobile.twitter.com
23-11-20 23:38,1.33E+18,@collegemenfess BNI karena saldonya bisa dihabisin wkwkwk. Aplikasinya juga jarang error,0,0,Twitter Web App,https://mobile.twitter.com
23-11-20 23:37,1.33E+18,"@cahyaniryn99 Sedih bgt🥺aku diposisi itu ka 

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premi… https://t.co/nKKXrRWiJa",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:37,1.33E+18,"@sayhaikiko Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah aku juga buk… https://t.co/5iFhC1LAYt",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:36,1.33E+18,"@MASADEPANMU09 @HaWesMboh Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga mura… https://t.co/f4X4A8v2OA",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:36,1.33E+18,"@Rain_shefaa @HaWesMboh Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah… https://t.co/esQhBv42Tx",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:36,1.33E+18,"@suniyasatila_ @timelinetwiittr Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harg… https://t.co/E0ueLcqtYc",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:35,1.33E+18,@collegemenfess bni taplus muda,0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:34,1.33E+18,@collegemenfess Akuu pakai bni syariahh nderrrrrr,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:34,1.33E+18,Lontong sayur khas Banjarmasin di Jogja depan BNI pasar Kolombo jakal https://t.co/NL3kPvisX5,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:34,1.33E+18,"BNI Buka Peluang Magang di Luar Negeri, Ini Syaratnya

https://t.co/4zqU2qPUNQ

#10thindoposonline #senyumindopos… https://t.co/S3ocpDZHXV",0,2,Twitter Web App,https://mobile.twitter.com
23-11-20 23:33,1.33E+18,@collegemenfess BNI taplus muda nderr wkwk,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:32,1.33E+18,@Supreme26447702 @BNI Aamiin,0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:32,1.33E+18,"RT @SaveRome: A couple more for #MuseumsUnlocked - Hands and Feet.

The hand (and arm) of a Boxer, at Palazzo Altemps, part of the BNI coll…",3,0,Talon Android,http://klinkerapps.com
23-11-20 23:32,1.33E+18,"@punyatantan @timelinetwiittr Mungkin🥺
Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium deng… https://t.co/K6qhD0DJep",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:32,1.33E+18,@ItsIsnadia @BNISyariah @BPJSTKinfo Sama saya bni syariah gan,0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:32,1.33E+18,@BNI @BNICustomerCare mohon ditanggapi dengan serius terkait crashnya aplikasi BNI Credit Card Mobile di iOS. Ini d… https://t.co/fyP1RvqKxN,0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:32,1.33E+18,"@aslinyaejak @timelinetwiittr Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga… https://t.co/mNNp2L1XMI",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:31,1.33E+18,"@Dzaenatun @timelinetwiittr Pernah🥺

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan… https://t.co/5RK61z2QKL",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:31,1.33E+18,"@azbnss @timelinetwiittr Aku juga nyari jawaban deh ka :’

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual a… https://t.co/PHRGi4LjuQ",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:31,1.33E+18,@collegemenfess bni taplus mudaaaa,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:31,1.33E+18,"@QANR__ @timelinetwiittr Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah… https://t.co/G3X8H9TiZG",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:31,1.33E+18,"Bunga deposito BRI turun jadi 3,63%, BCA 3,25%, Bank Mandiri 3,75%, BNI 3,25% https://t.co/YvSOO9RfRF",0,1,IFTTT,https://ifttt.com
23-11-20 23:31,1.33E+18,"@timelinetwiittr Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah aku jug… https://t.co/DlVKxDe7vg",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:30,1.33E+18,"⭐️ CANVA ⭐️

1bln 14.000
1thn 32.000 (garansi 6bln)

💳 BNI DANA OVO GOPAY",0,0,Cubi.so,https://www.cub.so
23-11-20 23:30,1.33E+18,"@cumaduahuruf Riau ka

Permisi ka numpang ngelapak yah✨🙆‍♀️🥰
Oiya selain jual aplikasi premium dengan harga murah a… https://t.co/ol6uqH88ut",0,0,Twitter for iPhone,http://twitter.com/download/iphone
23-11-20 23:30,1.33E+18,"[TOP UP TOKEN PLN] 

Jangan lupa isi token pln rumah/ kosan hyung 

💳 payment via gopay/ovo/ dana/ shopeepay/ bni https://t.co/9KfUaSEeUw",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:30,1.33E+18,"[cm] aku mau buka rekening, mending bni atau bca ya buat mahasiswa? Makasi💕",0,16,Pakai masker! Stay safe! -Bot-,https://twitter.com/collegemenfess
23-11-20 23:29,1.33E+18,"[JUAL PULSA ELEKTRIK &amp; TRANSFER, TOP UP E-WALLET]

Buat kamu yg lagi butuh pulsa? mau isi saldo e-wallet? buruan or… https://t.co/scEr3Xb8GM",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:28,1.33E+18,"Bunga deposito BRI turun jadi 3,63%, BCA 3,25%, Bank Mandiri 3,75%, BNI 3,25% https://t.co/Tnrgg9ilwD #mandiri_itu_keren",0,0,IFTTT,https://ifttt.com
23-11-20 23:28,1.33E+18,"✨JUAL APK PREMIUM✨

-wattpad
-scribd
-grammarly
-preset lightroom
-vsco x full pack
-canva premium
-nord vpn
-Namec… https://t.co/ziE9YiTzTC",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:28,1.33E+18,"✨JUAL APK PREMIUM✨

-netflix
-youtube premium
-viu premium
-hbo go
-disney hotstar
-wetv
-iqiyi
-iflix vip
-spotify… https://t.co/s3lVwVq4MG",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:25,1.33E+18,Bank-bank pelat merah alias badan usaha milik negara (BUMN) tersebut telah membagikan dividen kepada para pemegang… https://t.co/ssle89zvjk,0,2,Twitter Web App,https://mobile.twitter.com
23-11-20 23:23,1.33E+18,@BNI Tulang punggung apanya.. sampai saat ini BLT tidak cair.. uangnya uda kamu pakai kan,0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:23,1.33E+18,"@scramblepapi @ciwayyys @eeeerwindwi 💮Netflix Premium 30k💮

Ready. TF Lgsg dapat akun. WA utk fast response 🤗 (… https://t.co/Pyw20WA1pc",0,0,Twitter for Android,http://twitter.com/download/android
23-11-20 23:22,1.33E+18,"@annasardiansyh 💮Netflix Premium 30k💮

Ready. TF Lgsg dapat akun. WA utk fast response 🤗 (https://t.co/GDVTioS1pe)… https://t.co/Sq5jqDQrc0",0,0,Twitter for Android,http://twitter.com/download/android
